Coding:Level1,Coding:Level2,message
Action,Action: Volunteer,"['Looking', 'volunteers', 'walk', 'beach', 'cruise', 'ship', 'days', '\\n\\nYou', 'given', 'training', 'protected', 'area', 't-shirt', 'whistle', '\\n\\nPlease', 'contact', 'us', 'ASAP', 'couple', 'free', 'hours', 'morning', 'Tuesday', 'Wednesday', 'Thursday', 'The', 'reef', 'needs', 'help']"
Information,Information,"['Looks', 'like', 'weather', 'brewing']"
Community,Community: Response,"['Gon', 'na', 'stuck', 'inside', 'rainy/snowy', 'day', 'Check', 'Pinterest', 'Fun', 'Activities', 'board', 'beat', 'blues', 'things']"
Community,Community: Response,"['There', 'report', 'Toyota', 'Tacoma', 'driving', 'West', 'End', 'selling', '``', 'Fresh', 'Conch', '``', 'If', 'buy', 'please', 'sure', 'ask', 'get', 'Remember', 'conch', 'moratorium', 'one', 'LEGAL', 'conch', 'distributor', 'island.\\n\\nChances', 'buy', 'conch', 'HYBUR', 'poached', 'bays', '\\n\\nPlease', 'safe', 'make', 'responsible', 'choices']"
Community,Community: AckCurrentEvent,"['Happy', 'Turkey', 'Day', 'something', 'Thankful']"
Community,Community: AckCurrentEvent,"['Anyone', 'La', 'Ceiba', 'Dec', '5th', 'check']"
Action,Action: Volunteer,"['We', '``', 'emergency', ""''"", 'Beach', 'Cleanup', 'tomorrow', '\\n\\nGiacomo', 'Director', 'going', 'around', 'West', 'End', 'flyers', 'letting', 'everyone', 'know', 'confirmed', 'Municipality', 'garbage', 'truck', 'come', 'tomorrow', 'around', 'midday', 'collect', 'trash', '\\n\\nPlease', 'cleanup', 'plastic', 'front', 'yard', 'leave', 'bags', 'barrels', 'debris', 'side', 'road', 'collection', '\\n\\nFor', 'anyone', 'would', 'like', 'join', 'staff', 'members', 'Marine', 'Park', 'cleaning', 'Half', 'Moon', 'Bay', '9-12', '\\nand', 'yes', 'photo', 'week', 'Half', 'Moon', 'Bay', 'looks', 'like', 'RIGHT', 'NOW', 'Stay', 'tuned', 'shots', 'tomorrow']"
Information,Information,"['Just', 'another', 'shot', 'front', 'yard']"
Community,Community: Response,"['Keep', 'eyes', 'open', 'baby', 'seaturtles', 'debris', 'beach', 'There', '2', 'found', 'cared', 'RMP', 'staff', 'members', 'Maya', 'Key', 'waiting', 'clear', 'day', 'released']"
Information,Information,"['Looks', 'like', 'break', 'weather', 'Tomorrow', 'great', 'day', 'pick', 'plastic', 'warm', 'soul']"
Community,Community: Thanks,"['Thank', 'everyone', 'came', 'protect', 'island']"
Community,Community: Thanks,"['Beach', 'Cleanup', 'Half', 'Moon', 'Bay', 'Thank', 'Subway', 'Watersports', 'Roatan', 'Ocean', 'Connections', 'West', 'End', 'Divers', 'Policia', 'Nacional', 'Cannibal', 'Cafe', 'many', 'others', 'came', 'Half', 'Moon', 'Bay', 'morning', 'If', 'anyone', 'anyother', 'photos', 'please', 'feel', 'free', 'tag', 'us']"
Community,Community: Thanks,"['Now', 'beach', 'cleanup', 'supposed', 'look', 'like']"
Information,Information,"['To', 'supporters', 'members', 'followers', 'might', 'noticed', 'trash', 'picked', 'yesterday/today', 'We', 'apologize', 'expect', 'quantity', 'bags', 'waiting', 'showed', 'Hopefully', 'taken', 'away', 'next', 'couple', 'days']"
Community,Community: Response,"['LandFillHarmonic', 'Yet', 'another', 'thing', 'others', 'deem', '``', 'garbage', ""''""]"
Information,Information,"['Our', 'little', 'buddy', 'Maya', 'Key', 'Gon', 'na', 'months', 'rehab', 'back', 'real', 'world']"
Community,Community: Response,"['Only', '151', 'likes', 'make', 'end', 'year', 'goal', '7,000', 'Invite', 'friends', 'like', 'page', 'Share', 'love']"
Community,Community: Response,"['Do', 'forget', 'tag', 'us', 'photos', 'chance', 'photo', 'week']"
Action,Action: Promo,"['Our', 'Director', 'Giaco', 'Palavicini', 'Mexico', 'sharing', 'work', 'done', 'benefit', 'Roatan', 'Honduras', 'entire', 'region', '\\n\\nWe', 'proud', 'taking', 'Roatan', 'Marine', 'Park', 'next', 'level', '\\n\\nIf', 'happen', 'Playa', 'de', 'Carmen', 'today', '6pm', 'check']"
Community,Community: Thanks,"['Thank', 'Roatan', 'News', 'Network']"
Information,Information,"['Save', 'Big', 'Mommas']"
Community,Community: Thanks,"['Sometimes', 'good', 'laugh', 'Hope', ""'re"", 'great', 'day']"
Action,Action: Promo,"['The', 'RMP', 'holding', 'lionfish', 'spearing', 'course', 'afternoon', '4pm', 'office', 'Half', 'Moon', 'Bay', 'Open', 'snorkelers', 'divers', 'Please', 'bring', 'dive', 'snorkel', 'gear', 'water', 'test']"
Action,Action: Sell,"['Still', 'looking', 'perfect', 'gift', 'Christmas', 'The', '2014', 'RMP', 'calendar', 'ideal', 'gift', 'marine', 'lover', 'show', 'cases', 'winners', '2013', 'photo', 'competition', 'Whether', 'love', 'flamingo', 'tongues', 'reef', 'sharks', 'blennies', 'gobies', 'course', 'turtles', 'annual', 'calendar', 'Available', 'eco-store', 'dive', 'shops', 'around', 'island', 'We', 'also', 'send', 'pretty', 'much', 'anywhere', 'world', 'get', 'buying']"
Information,Information,"['Quick', 'note', 'info', 'roatanmarinepark', 'currently', 'If', 'need', 'email', 'us', 'please', 'via', 'christianne.etches', 'roatanmarinepark.net', 'giaco.palavicini', 'roatanmarinepark.net', 'OR', 'FB']"
Community,Community: Response,"['Can', 'imagine', 'Plastic', 'Bag', 'Ban', 'Roatan', 'I']"
Information,Information,"['Here', 'weather', 'forecast', 'Roatan', 'next', 'couple', 'days', 'For', 'freezing', 'please', 'remember', 'relative', 'cold', 'It', 'wet', 'cold']"
Community,Community: Thanks,"['I', 'think', 'may', 'next', 'week', 'photo', 'If', 'Naomi', 'Gittoes', '-', 'Artist', 'Page', 'give', 'us', 'permission']"
Information,Information,"['The', 'seahorse', 'trade', 'booming', 'Please', 'help', 'ecosystem', 'spreading', 'word', 'one', 'else', 'buys', 'either', '67', 'confiscated', 'year', 'alone', 'That', '2014']"
Action,Action: Promo,"['Good', 'Morning', 'All', '\\nJust', 'quick', 'reminder', 'diveshop', 'owners', 'managers', 'Please', 'check', 'email', 'invitation', 'meeting', 'tomorrow', 'night.\\n', 'If', 'received', 'invite', 'please', 'PM', 'us', 'info', '\\nWe', 'discussing', 'rules', 'regulations', 'National', 'Marine', 'Park', 'reduce', 'amount', 'boat', 'diver/snorkeler', 'incidents', '\\nThanks', '\\nRMP', 'staff']"
Community,Community: Thanks,"['Thank', 'You', 'everyone', 'came', 'last', 'night', 'We', 'feel', 'great', 'given', 'copies', 'Management', 'Plans', 'Bay', 'Islands', 'Cordelia', 'Normativas', 'HRI', 'Report', 'Cards', 'RMP', 'videos', '\\n\\nAs', 'promised', 'contact', 'info', '\\nOffice', 'numbers', '2445-4206', '2445-4208.\\n', 'Giaco', 'Director', 'Patrols', '3351-8591', 'Christi', 'Community', 'Development', '3289', '1213', 'Nick', 'Infrastructure', '3320-6940', 'Marta', 'Administration', 'Retail', '.\\n\\nPlease', 'let', 'us', 'know', 'anything', 'help']"
Information,Information,"['Normativa', 'tip', 'day', 'EVERY', 'BOAT', 'CAPTAIN', 'IS', 'TO', 'BE', 'FIRST', 'AID', 'AND', 'CPR', 'TRAINED', '\\nDo', 'forget', 'read', 'normativa', 'dive', 'rules', 'national', 'marine', 'park', 'complete', 'list']"
Action,Action: Sell,"['Marine', 'lover', 'family', 'oh', 'oh', 'forget', 'get', 'someone', 'gift', '\\r\\n', '2014', 'Calendar', '$', '10', 'Pick', 'one', 'Ecostore', 'West', 'End']"
Community,Community: Thanks,"['Thank', 'You', 'dive', 'shops', 'participated', 'Normativa/Management', 'Plan', 'workshop', 'last', 'week', '16', 'diveshops', '40', 'people', 'showed', 'Thank', 'You', 'West', 'End', 'Divers', 'Roatan', 'Splash', 'Inn', 'Luna', 'Beach', 'Resort', 'Dive', 'Shop', 'Tranquilseas', 'Eco', 'Lodge', 'Hotel', '&', 'Dive', 'Centre', 'Reef', 'Gliders', 'Dive', 'Center', 'Roatan', '-', 'Las', 'Rocas', 'Resort', '&', 'Dive', 'Center', 'Native', 'Sons', 'Dive', 'Shop', 'Barefoot', 'Divers', 'Roatan', 'Scuba', 'Roatan', 'Octopus', 'Dive', 'School', 'AKR', 'Roatan', 'Divers', 'Coconutree', 'Divers/GoPro', 'Caribbean', 'Ocean', 'Connections', 'Mayan', 'Divers', 'Sundivers', 'support', '\\nA', 'special', 'thanks', 'Will', 'Loren', 'Welbourn', 'Oasis', 'accommodating', 'us']"
Community,Community: Response,"['Dolphins', 'morning', 'Get', 'water', ""'re"", 'look']"
Community,Community: Response,"['There', 'great', 'worldwide', 'efforts', 'attempt', 'protect', 'vital', 'endangered', 'apex', 'predators']"
Community,Community: Response,"['What', 'would', 'think', 'movie', 'night', 'watch', 'sharkwater', 'Any', 'suggestions', 'could']"
Information,Information,"['Normativa', 'Tip', '\\n\\nUse', 'section', '11.2', 'protect', 'safety', 'business', 'staff.\\nIn', 'particular', 'sub-section', 'e', 'Dive', 'guides', 'right', 'refuse', 'participation', 'diver', 'determined', 'may', 'risk', 'self', 'others', '\\n\\nThese', 'laws', 'safety', 'forget', 'read', 'thoroughly']"
Information,Information,"['Weather', 'Report', 'It', 'raining', '\\n\\nYou', 'might', 'able', 'make', 'comment', 'Anthony', 'made', 'end', '``', 'imagine', 'snow', '``', 'Eh', 'I', 'would', 'rather', 'Anthony', 'Would', 'rather']"
Community,Community: Response,"['Interested', 'whale', 'shark', 'population', 'Read', 'exert', 'Rachel', 'T.', 'Graham', 'Gulf', 'Caribbean', 'Research', 'Vol', '19', '2', '149\\u2013159', '2007']"
Information,Information,"['The', 'graph', 'indicates', 'sale', '``', 'user', 'fee', ""''"", 'dive', 'shops', 'businesses', 'within', 'SBWEMR', 'January', '2014', 'include', 'user', 'fees', 'consignment', 'memberships', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'highlight', 'without', 'promoting', 'conversational', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['The', 'graph', 'indicates', 'sale', '``', 'user', 'fee', ""''"", 'dive', 'shops', 'businesses', 'outside', 'SBWEMR', 'January', '2014', 'It', 'include', 'user', 'fees', 'consignment', 'memberships', 't-shirt', 'sales', 'lionfish', 'licenses', 'We', 'would', 'like', 'thank', 'supporters', 'highlight', 'without', 'promoting', 'conversational', 'message', 'would', 'unable', 'continue', 'protecting', 'Roatan', 'reefs']"
Information,Information,"['With', 'bad', 'weather', 'forcing', 'divers', 'head', 'south', 'side', 'would', 'like', 'point', 'quite', 'moorings', 'available', 'Flowers', 'Bay', 'Key', 'Hole', 'Most', 'bottles', 'floats', 'however', 'sites', 'next', 'cave', 'Mangrove', 'Bight', 'Tell', 'DMs', 'instructors', 'boat', 'captains', 'happy', 'diving']"
Action,Action: Promo,"['It', 'Sunday', 'funday', 'volunteers', 'local', 'divers', 'Together', 'Shark', 'Legacy', 'Project', 'Barefoot', 'Divers', '2', 'shark', 'dives', 'finishing', 'shark', 'specialty', 'Ca', 'wait', 'hear', 'stories']"
Community,Community: Thanks,"['Thanks', 'everyone', 'participated', 'cup', 'slogan', 'contest', 'months', 'go', '\\n\\nThey', 'arrived', 'paper', 'cups', '\\nLps', '650/box', '1000', 'Lps', '65/hundred\\nFREE', 'DELIVERY', '\\n\\nDo', 'part', 'help', 'Protect', 'Roatan', 'reef', 'NO', 'MORE', 'PLASTIC', 'sea']"
Information,Information,"['On', 'Pg', '43', 'Management', 'Plan', 'National', 'Marine', 'Park', 'Bay', 'Islands', 'find', 'Rules', 'extraction', 'shells', '\\nHere', 'excerpt', 'case', 'copy', '\\n\\n1.4.3.4', 'Normas', 'generales', 'para', 'el', 'control', 'desarrollo', 'de', 'Islas', 'de', 'la', 'Bah\\xeda\\n\\nLas', 'Normas', 'incluyen', 'una', 'serie', 'de', 'restricciones', 'para', 'actividades', 'que', 'pueden', 'tener', 'un', 'fuerte', 'impacto', 'en', 'la', 'salud', 'de', 'los', 'recursos', 'ecosistemas', 'costeros', 'Art', '28', '29', '30', '31', '32', '33', '.\\n', 'Entre', 'las', 'actividades', 'prohibidas', 'se', 'encuentran', '\\n\\nLa', 'extracci\\xf3n', 'de', 'corales', 'conchas', 'u', 'otra', 'clase', 'de', 'espec\\xedmenes', 'que', 'formen', 'parte', 'de', 'la', 'estructura', 'propia', 'del', 'arrecife.\\n\\n1.4.3.4', 'General', 'rules', 'control', 'development', 'Bay', 'Islands', '\\n\\nThe', 'Standards', 'include', 'number', 'restrictions', 'activities', 'may', 'strong', 'impact', 'health', 'coastal', 'ecosystems', 'resources', 'Art', '28', '29', '30', '31', '32', '33', 'Prohibited', 'activities', 'include', '\\n\\nThe', 'extraction', 'corals', 'shells', 'types', 'specimens', 'form', 'part', 'structure', 'reef.\\n', '\\nFor', 'information', 'please', 'feel', 'free', 'comment']"
Action,Action: Promo,"['There', 'new', 'change', 'Lionfish', 'License', 'Workshop', '\\n\\nWe', 'asked', 'many', 'people', 'workshops', 'first', 'days', 'vacation', 'offering', '2', 'workshops', 'SUNDAYS', 'one', '8AM', 'one', '10AM', 'throughout', 'week', 'needed', 'minimum', '4', 'people', '\\n\\nPlease', 'sign', 'office', 'upstairs']"
Community,Community: Thanks,"['Many', 'came', 'yesterday', 'witness', '2', 'hawksbill', 'turtles', 'brought', 'patrols', 'They', 'badly', 'injured', 'speared', 'neck/head', '\\nWe', 'would', 'like', 'thank', 'everyone', 'supported', 'us', 'endeavor.Especially', 'Kevin', 'Sandra', 'cannibal', 'cafe', 'always', 'ready', 'matter', 'bizarre', 'request', 'The', 'staff', 'Maya', 'Key', 'share', 'passion', 'living', 'beings', 'Leo', 'dropped', 'everything', 'came', 'turtles', 'help', 'And', 'everyone', 'took', 'pictures', 'asked', 'questions', 'On', 'behalf', 'Marine', 'Park', 'staff', 'Thank', 'Hopefully', 'never', 'happen', 'case', 'set', 'precedent', 'I', 'typing', 'next', 'sentence', 'tears', 'eyes', 'tears', 'sadness', 'tears', 'anger', 'regret', 'inform', 'neither', 'turtle', 'made', 'night']"
Community,Community: Thanks,"['Veronica', 'big', 'school', 'Sandy', 'Bay', 'Addison', 'School/escuela', 'modelo', 'presentation', '5th', 'grade', 'By', 'close', 'week', 'talked', 'EVERY', 'GRADE']"
Community,Community: Thanks,"['Our', 'intern', 'Veronica', 'POP', 'Diver', 'JJ', 'planting', 'last', '108', 'mangroves', 'night', 'It', 'dark', 'That', 'dedication']"
Information,Information,"['Moral', 'story', 'knowledge', 'power', 'know', 'help', 'environment']"
Community,Community: Thanks,"['We', 'would', 'like', 'thank', 'latest', 'Individual', 'Gold', 'Members', 'K.', 'R.', 'Prabha', 'Unmesh', 'Wankhede', 'purchased', 'new', 'site', '``', 'R', '&', 'R', 'Easel', ""''"", 'located', 'front', '3rd', 'pallapa', 'close', 'Pablos', 'south', 'shore', 'near', 'West', 'Bay']"
Community,Community: Thanks,"['We', 'would', 'like', 'thank', 'latest', 'Individual', 'Gold', 'Members', 'Bo', 'Thordarson', 'Hans', 'Strandgaard', 'purchased', 'new', 'site', '``', 'Grand', 'Marie', 'Sea', 'Garden', ""''"", 'The', 'mooring', 'located', 'left', 'small', 'channel', 'front', 'Crawfish', 'Rock', 'mile', 'west', 'golf', 'course']"
Action,Action: Promo,"['The', 'RMP', 'along', 'Port', 'Captain', 'meeting', 'tomorrow', '3:00pm', 'El', 'Boske', 'ALL', 'BOAT', 'CAPTAINS', 'WATER', 'TAXIS/DIVE', 'SHOP', 'CAPTAINS/', 'EVERYONE', 'THAT', 'DRIVES', 'A', 'BOAT', 'WORKS', 'WITH', 'TOURISTS', '\\n\\nWe', 'discussing', '\\nThe', 'Guidelines', 'Best', 'Practices', 'Diving', 'boat', 'side', 'manual', 'Captain/Sailor', 'Certification', 'Boat', 'Registering', 'Certifications', 'Minimum', 'Security', 'Measures', 'must', '\\n\\nIf', 'know', 'anyone', 'works', 'tourists', 'and/or', 'boat', 'please', 'let', 'know', '\\n\\nWe', 'understand', '3', 'normally', 'early', 'diveshops', 'make', 'please', '4', 'late', 'water', 'taxis', 'trying', 'get', 'everyone', '\\n\\nATTACHED', 'IS', 'THE', 'OFFICIAL', 'LETTER']"
Action,Action: Promo,"['Captain', 'water', 'taxi/dive', 'shop/independent', 'tour', 'operators', 'meeting', 'El', 'Boske', 'right']"
Information,Information,"['These', 'published', 'La', 'Tribuna', 'Sunday', 'Great', 'write', 'lionfish', 'efforts', 'illegal', 'seahorse', 'trade', 'getting', 'word']"
Action,Action: Help,"['Anyone', 'wait', 'Puppets', '\\n\\nWe', 'making', 'environmental', 'puppet', 'show', 'kids', 'schools', 'wondering', 'could', 'use', '\\n\\nWe', 'open', 'simple', 'complex', 'marionettes', 'please']"
Community,Community: Thanks,"['We', 'great', 'participation', '60', 'water', 'taxi', 'diveshop', 'private', 'tour', 'operators', 'Thank', 'came', 'presentations', '\\nThank', 'EL', 'Boske', 'helpful', 'considering', 'short', 'notice', 'amount', 'people', 'thank', 'Inspector', 'Bonilla', 'Capitania', 'de', 'Puerto']"
Information,Information,"['People', 'asking', 'list', 'dive', 'sites', 'Palmetto', 'Bay', 'Key', 'Hole', 'near', 'West', 'Bay', 'GPS', 'coordinates', 'depth', 'site']"
Information,Information,"['2', 'likes', 'away', '7,000']"
Community,Community: Thanks,"['Thank', 'everyone', 'likes', 'Wooohoooo', 'Special', 'thanks', 'Vanessa', 'Solorzano', '7,000th', 'like', 'You', 'free', 'beer', 'coozie', 'coming', 'way']"
Community,Community: Response,"['After', 'incident', 'took', 'place', 'half', 'moon', 'bay', 'afternoon', 'looking', 'set', 'dive', 'gear', 'hopefully', 'recovered', 'either', 'inside', 'outside', 'lagoon', 'If', 'someone', 'know', 'found', 'please', 'contact', 'us']"
Community,Community: Response,"['Feel', 'free', 'print', 'pages', 'keep', 'kids', 'busy', ""'re"", 'waiting', 'next', 'trip', 'reef']"
Information,Information,"['These', 'two', 'juvenile', 'hawksbill', 'turtles', 'someone', 'attempted', 'sell', 'Barefoot', 'Divers', 'Roatan', 'week', 'Instead', 'receiving', 'cash', 'little', 'guys', 'turtles', 'confiscated', 'relocated', 'Maya', 'Key']"
Information,Information,"['We', 'pleased', 'inform', 'Eldon\\u2019s', 'Supermarket', 'along', 'Roatan', 'Marine', 'Park', 'RMP', 'developed', 'fundraising', 'strategy', 'customers', 'given', 'opportunity', 'donate', 'spare', 'change', 'checkout', 'Conservation', 'NGO.\\nThe', 'RMP', 'local', 'NGO', 'protects', 'conserves', 'Roatan\\u2019s', 'coral', 'reefs', 'programs', 'Patrols', 'Environmental', 'Education', 'Community', 'Development', 'Marine', 'Infrastructure', 'Communications', 'Lionfish', 'Control', 'among', 'others.\\nFor', 'information', 'programs', 'please', 'visit', '\\nIf', 'interested', 'success', 'fundraising', 'strategy', 'monthly', 'accomplishments', 'please', 'visit', 'LIKE', 'Facebook', 'pages', 'Eldon\\u2019s', 'Supermarkets', 'Roatan', 'Marine', 'Park.\\n\\nEl', 'Supermercado', 'Eldon\\u2019s', 'se', 'enorgullece', 'de', 'comunicar', 'que', 'partir', 'de', 'Marzo', 'se', 'dio', 'inicio', 'una', 'estrategia', 'de', 'recaudaci\\xf3n', 'de', 'fondos', 'donde', 'el', 'cliente', 'tendr\\xe1', 'la', 'opci\\xf3n', 'de', 'donar', 'su', 'cambio', 'al', 'final', 'de', 'cada', 'compra', 'al', 'Roatan', 'Marine', 'Park', 'RMP', '.\\nEl', 'RMP', 'es', 'ONG', 'que', 'se', 'encarga', 'de', 'la', 'protecci\\xf3n', 'conservaci\\xf3n', 'de', 'los', 'arrecifes', 'de', 'coral', 'en', 'Roatan', 'mediante', 'distintos', 'programas', 'entre', 'ellos', 'Programa', 'de', 'Patrullaje', 'Educaci\\xf3n', 'Ambiental', 'Desarrollo', 'Comunitario', 'Infraestructura', 'Marina', 'Comunicaci\\xf3n', 'Control', 'de', 'Pez', 'Le\\xf3n', 'entre', 'otros.\\nPara', 'mayor', 'informaci\\xf3n', 'sobre', 'todo', 'nuestro', 'programas', 'de', 'conservaci\\xf3n', 'por', 'favor', 'visitar', 'seguimiento', 'de', 'la', 'estrategia', 'montos', 'recaudados', 'sus', 'respectivos', 'logros', 'mensuales', 'por', 'favor', 'visitar', 'dar', 'un', 'LIKE', 'las', 'p\\xe1ginas', 'de', 'Facebook', 'de', 'Eldon\\u2019s', 'Supermarket', 'Roatan', 'Marine', 'Park']"
